codigo,titulo,autor,descricao,preco,link_livro,link_pdf,link_epub,tem_versao_imprimivel
tfypfgs,Pensamientos para los jóvenes,Autor Desconhecido,"En este número del Portavoz de la Gracia, Archibald Alexander presenta nuestro tema con un excelente consejo bíblico para los jóvenes. Plantea una importante colección de pensamientos desde la necesidad de un carácter consistente hasta la preparación para la muerte. Después de esto, J. C. Ryle da otra colección de exhortaciones reflexivas y provocativas, enfocándose en la necesidad de una persona joven de entender el pecado, el Salvador, la oración y la Palabra de Dios, además de ser cautelosos en la elección de amigos. John Angell James advierte a los jóvenes acerca de los pecados de su época, que no son diferentes de los pecados de los jóvenes de nuestros días. El apóstol Pablo instruyó a Tito a exhortar a los jóvenes a ser sobrios (Tito 2:6). A la luz de esto, Matthew Henry brinda persuasiones bíblicas, aleccionadoras y alentadoras para que los hombres y mujeres jóvenes cultiven la sobriedad. ¿Qué casa puede soportar peleas constantes entre hermanos y hermanas? ¿Cómo deben tratarse los hermanos? John Angell James brinda una discusión útil sobre este asunto. El puritano Tomás Vicente exhorta con fervor a los jóvenes que profesan la fe en Cristo a ser firmes y no desviarse. Explica sabiamente los motivos y da instrucciones para evitar la declinación y la apostasía. Con una prédica característica centrada en Cristo, Charles Spurgeon exhorta a los jóvenes a que dejen de poner excusas y crean en Cristo Jesús para vida eterna.
 
Esta edición fue preparada en colaboración con Publicaciones Aquila. La traducción en español copyright ©2018 Publicaciones Aquila, North Bergen, NJ, EE.UU.; usado con permiso.",1.92,https://www.chapellibrary.org/book/tfypfgs/,https://www.chapellibrary.org/api/books/download?code=tfypfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=tfypfgs&format=epub,SIM
aopss,El ABC de las Escrituras proféticas,George H. Clement,"El ABC de las Escrituras proféticas
 compara las enseñanzas del dispensacionalismo con las Escrituras. Demuestra que Dios tiene un reino glorioso, prefigurado en Israel, revelado en la iglesia y cumplido en la edad eterna por venir. Argumenta que la iglesia de Jesucristo es el Israel espiritual de Dios; que la segunda venida de Cristo será un evento que marcará el fin del mundo; y que la Tribulación, el Milenio y el Anticristo son todos representativos de eventos que ya han comenzado a cumplirse en la experiencia de la iglesia, pero que aún pueden tener que alcanzar su clímax antes del regreso de Cristo.",1.78,https://www.chapellibrary.org/book/aopss/,https://www.chapellibrary.org/api/books/download?code=aopss&format=pdf,https://www.chapellibrary.org/api/books/download?code=aopss&format=epub,SIM
medifgs,Meditación,Autor Desconhecido,"Presentamos este número de 
Portavoz de la Gracia
 sobre Meditación.  Coincidimos con los pastores, teólogos y autores ya mencionados: la meditación es esencial a un andar saludable con Cristo y para crecer en la gracia. Con eso, Charles Spurgeon presenta este tema con una vista panorámica provechosa sobre la importancia, la práctica y los beneficios de la meditación bíblica. Thomas Watson define lo que es. Thomas Manton tiene la convicción de que es un deber bíblico y nos dice por qué. ¿En qué radica la naturaleza de la meditación? Isaac Ambrose responde y describe el tiempo, lugar y tema de esta práctica santa. William Bates nos instruye hermosamente en la meditación ocasional enfocada en la creación de Dios y George Swinnock ofrece cinco descripciones de la solemne y deliberada meditación sobre temas sagrados. ¿Existen peligros reales en descuidar este acto santo de pensar profundamente? ¡Edmund Calamy lista doce! Y son aleccionadores. John Owen, pastor y teólogo profundamente espiritual, nos presenta ayudas prácticas para meditar en Dios y luego A.W. Pink nos muestra meticulosamente como encarar un texto bíblico para poder masticar el Pan de Vida. ¿Es la meditación algo nuevo para usted y se pregunta sobre qué meditar? En un segundo artículo, Thomas Watson presenta un hermoso panorama de temas bíblicos a los cuales dedicarnos de corazón, empezando por Dios en la eternidad, avanzando a Cristo en la historia y extendiéndose al cielo e infierno. Después, Jonathan Edwards nos insta a demostrar nuestro amor por Cristo, lo hace dándonos una bella descripción de su hermosura. Spurgeon, gran defensor y practicante de la meditación, concluye este número instruyéndonos con dulces meditaciones sobre Jesucristo nuestro Señor. ¡Y qué preciosas son! De hecho, le instamos a meditar en el contenido de este número de Portavoz.  Una advertencia: le meditación es difícil en nuestro mundo demasiado ocupado y despreocupado, pero este Portavoz es una breve guía de cómo hacerlo que rogamos encienda su corazón para buscar la gloria de Cristo en las Escrituras y para amarle que nunca.",1.78,https://www.chapellibrary.org/book/medifgs/,https://www.chapellibrary.org/api/books/download?code=medifgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=medifgs&format=epub,SIM
aposfgs,Apostasía,Autor Desconhecido,"Ofrecemos este número de 
Portavoz de la Gracia
 para ayudarnos a evaluar nuestro propio estado espiritual.A. W. Pink presenta el tema de la apostasía y la define bíblicamente. Charles Spurgeon nos da muchas razones por las cuales algunos abandonan a Cristo. Ebenezer Erskine nos ayuda a ver la diferencia entre una apostasía parcial y una total. Siempre aparece Hebreos 6:4-6 cuando surge el tema de apostasía. Pink nos da una exposición clara y provechosa de este importante pasaje. En un segundo artículo, Erskine nos enfrenta con lo vil de la apostasía y ofrece aliento para ayudarnos a evitarla. En un sermón realmente penetrante, Samuel Pierce enfoca a los que se apartan de las iglesias de Cristo. Thomas Brooks describe siete características de maestros apóstatas con el fin de ayudarnos a identificarlos y evitarlos. Pueden ser individuos los que se apartan, pero también pueden hacerlo iglesias enteras. Horatius Bonar nos ayuda a reconocer a las iglesias que están haciendo un naufragio de la fe. John Owen pone bien en claro que los pastores juegan un papel vital en ayudar al pueblo de Cristo a evitar la apostasía. Por último, Gardiner Spring nos refresca con la gran provisión de Dios para preservar a sus hijos de la caída final y fatal.",1.78,https://www.chapellibrary.org/book/aposfgs/,https://www.chapellibrary.org/api/books/download?code=aposfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=aposfgs&format=epub,SIM
resufgs,Resurrección,Autor Desconhecido,"Ofrecemos este último tomo de 
Portavoz de la Gracia—Resurrección
. El pueblo de Dios necesita que esta bendita y alentadora verdad llegue a sus corazones. Es realmente alimento para el alma hambrienta del creyente. Charles Spurgeon abre el camino enseñándonos la importancia de la resurrección como una verdad del evangelio. Incluso en sus tiempos muchos estaban desviando o distorsionando esa doctrina esencial. J. C. Ryle destaca el gran contraste entre el hecho de la resurrección y la 
lentitud
 de los discípulos en creerla. Albert N. Martin luego nos presenta cuatro verdades acerca de la resurrección de Cristo de entre los muertos que magnifica su gloria y esplendor. ¿Cuáles son las evidencias de la resurrección de nuestro Señor? William S. Plumer las examina y nos la detalla, y luego Thomas Manton describe los numerosos beneficios que los creyentes reciben de él: ¡qué impresionante cofre del tesoro! George Whitefield, poderoso predicador del Gran Despertar, explica el poder de la resurrección en el alma del cristiano, y David Martyn Lloyd-Jones demuestra la conexión crucial entre la resurrección de Cristo y la vida diaria del creyente. Para terminar, Charles Spurgeon tiene la última palabra sobre este tema glorioso: ¡nos dice que Cristo fue el primero en resucitar y que por eso, la resurrección del creyente está garantizada! ¡Alabemos el nombre del Señor!
Jesucristo murió en la cruz del Calvario y resucitó para salvar a su pueblo de la pena, el placer, el poder y algún día de la presencia del pecado. Amados hijos de Dios, que este número de 
Portavoz de la Gracia
 avive el fuego de su amor por la resurrección del Señor de gloria y llene sus corazones de un gozo inefable y pleno de gloria. Que nuestra predicación y nuestro evangelio incluyan siempre la verdad eterna y transformadora que cambió toda la historia humana: “¡Ciertamente el Señor ha resucitado!” Servimos a un Salvador resucitado.",1.78,https://www.chapellibrary.org/book/resufgs/,https://www.chapellibrary.org/api/books/download?code=resufgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=resufgs&format=epub,SIM
pihos,Perseverancia en santidad,Carlos Spurgeon,En el mundo hay hombres y mujeres con quienes Dios sostiene una relación de pacto. Esas personas firmantes del pacto pueden ser reconocidas por ciertas marcas y evidencias. Esas personas son reconocidas por tener el temor de Dios en sus corazones.,0.61,https://www.chapellibrary.org/book/pihos/,https://www.chapellibrary.org/api/books/download?code=pihos&format=pdf,https://www.chapellibrary.org/api/books/download?code=pihos&format=epub,SIM
tiogs,"Verdadero Israel de Dios, El","Lee Roy Shelton, Jr.","El verdadero Israel de Dios
 explora la verdad bíblica de que todos los creyentes, hijos de Dios por el nuevo nacimiento, son el verdadero Israel de Dios. Ellos son el pueblo escogido de Dios sobre la tierra hoy. Son los herederos actuales de las promesas hechas a Abraham y su simiente en Cristo. Nuestro Señor Jesucristo está reinando como Rey de reyes y Señor de señores. Él ya se sienta en el trono de David en los lugares celestiales. Las santas promesas de Dios a Israel se están cumpliendo.",1.51,https://www.chapellibrary.org/book/tiogs/,https://www.chapellibrary.org/api/books/download?code=tiogs&format=pdf,https://www.chapellibrary.org/api/books/download?code=tiogs&format=epub,SIM
lafos,Perdido y encontrado,Arthur W. Pink,"""¡Cuántas multitudes de personas hay que no se preocupan por su lamentable condición, de hecho, no tienen conciencia de ello! Aunque no se consideran perfectos, no son conscientes de que hay algo seriamente malo en ellos. Son personas respetables, ciudadanos respetuosos de la ley y nada en particular perturba su conciencia. Consideran que ciertamente no son peores que sus vecinos religiosos; y aunque casi nunca leen la Biblia o entran en una iglesia, esperan ir al cielo cuando mueran. Algunos de ellos admitirán que son pecadores, pero imaginan que sus buenas obras superan en gran número a las malas. Una clase más pequeña de ellos fueron rociados con agua cuando eran bebés, asistieron a una clase bíblica cuando eran niños, rezaron sus oraciones cada noche y luego se unieron a la iglesia; sin embargo, hasta este momento, nunca se han dado cuenta de que son enemigos de Dios y que son una abominación ante los ojos de Su santidad y que el infierno es su justo baldío.""",0.43,https://www.chapellibrary.org/book/lafos/,https://www.chapellibrary.org/api/books/download?code=lafos&format=pdf,https://www.chapellibrary.org/api/books/download?code=lafos&format=epub,SIM
gpefs,La profecía más extraordinaria jamás cumplida,"Lee Roy Shelton, Jr.","""Con la ayuda del Espíritu Santo, consideraremos «La profecía más extraordinaria jamás cumplida», basada en Daniel 9:20-27.
 
""Mi oración es que nuestro bondadoso Señor, por medio de Su Espíritu, abra los ojos de nuestro entendimiento para darnos luz y conocimiento sobre esta bendita porción de Su Palabra, que trata de la «bondad y la severidad de Dios» (Ro 11:22). Habla de la bondad de Dios porque en ella tenemos la gran profecía concerniente a la obra de nuestro Señor Jesucristo, al traer la gracia y la misericordia de Dios a Su pueblo por medio de Su obra sustitutiva en la cruz. Y expone la severidad de Dios contra los pecados de la nación judía en aquel momento, al rechazar y crucificar al Señor de la gloria.
 
""La Escritura que contiene esta profecía es una de las más maravillosas e importantes de la Palabra de Dios. En esta porción es de supremo interés la medida de tiempo registrada divinamente, que comienza con el regreso de los israelitas del cautiverio babilónico, hasta el evento culminante de toda la profecía y toda la historia: hasta la llegada del «Mesías» y Su crucifixión.""",1.64,https://www.chapellibrary.org/book/gpefs/,https://www.chapellibrary.org/api/books/download?code=gpefs&format=pdf,https://www.chapellibrary.org/api/books/download?code=gpefs&format=epub,SIM
hotgs,El corazón del evangelio,Carlos Spurgeon,"""La redención es el corazón del Evangelio, y la esencia de la redención es el sacrificio sustitutivo de Cristo. Los que predican esta verdad predican el Evangelio, aun si se equivocaran en alguna otra cosa; pero los que no predican la expiación, sin que importe lo que digan, no han podido captar el alma y la sustancia del mensaje divino.""",0.61,https://www.chapellibrary.org/book/hotgs/,https://www.chapellibrary.org/api/books/download?code=hotgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=hotgs&format=epub,SIM
gwors,Adoración evangélica,Jeremiah Burroughs,"Al Lector:	Nuestro propósito en este Prefacio no es hablar del valor eminente del Autor, cuya memoria es bendecida en los corazones de todos los piadosos de esta Nación; o de este Fragmento mismo aquí publicado: sino solo para asegurarte que es suyo. Y aunque no alcanzan la exactitud y perfección que podría haber en ellos si él mismo los hubiera publicado.	Sin embargo, con esa concesión diferente que se ha de dar: notas tomadas de su boca en la Predicación ordinaria y frecuente, no dudamos sino, que, en su uso y beneficio, pueden ser tan provechosas para los Santos como otros de sus Escritos, siendo tan útiles, llenos de materiales de peso y divinos, habiendo permitido que la impronta del Espíritu y el lenguaje de este Hombre santo (uno de los más grandes predicadores de esta época) se muestre todo el tiempo sobre ellos.	A nosotros (para quienes, este hermano nuestro, era muy querido y precioso) se nos ha confiado la publicación de sus Sermones, y hemos pensado primero en dar paso a estos pocos, que si reciben la bienvenida que merecen, muchas otras excelentes obras suyas podrían poco después aparecer a la vista del público.	Los puntos tratados en estos sermones son de gran interés y, por lo tanto, concebimos que el autor, aunque al manejarlos tuvo suficiente espacio para discutir muchas de las controversias de la época, sin embargo, las dejó deliberadamente, y se inclinó a la única entrega de lo que más tendía a la edificación y mejor se adaptaba a un auditorio tan popular como aquél, al cual hablaba. El Señor del cielo os bendiga para vuestro beneficio espiritual, y os capacite por medios como estos para santificar su Nombre en el uso de todas sus Ordenanzas, que es el deseo de:Thomas Goodwin,William Greenhill,William Bridge,Sydrach SimpsonPhilip Nye.(Todos ellos miembros dela asamblea de Westminster)",,https://www.chapellibrary.org/book/gwors/,https://www.chapellibrary.org/api/books/download?code=gwors&format=pdf,https://www.chapellibrary.org/api/books/download?code=gwors&format=epub,NÃO
stles,Buscad al Señor temprano,J. C. Ryle,"¡Es bueno ser amado! Queremos ser amados por las personas importantes en nuestras vidas. Pero un amor es más grande que los demás: el amor del Señor Jesucristo, el Hijo de Dios, por Su pueblo. ¡Oh, cómo los ama! Vivió para su beneficio. Él sufrió para asegurar su salvación. ¡Él resucitó como su eterno Rey y Salvador! ¿Conoces Su amor? Él llama a todos a buscarlo a Él y a su amor. ¿Lo conoces? En este folleto, J. C. Ryle insta a los niños a comprender y creer en el amor de Cristo, y a buscar una relación viva con Él.",0.52,https://www.chapellibrary.org/book/stles/,https://www.chapellibrary.org/api/books/download?code=stles&format=pdf,https://www.chapellibrary.org/api/books/download?code=stles&format=epub,SIM
dochfgs,La deidad de Cristo,Autor Desconhecido,"Presentamos el último número del Portavoz de la Gracia: La deidad de Cristo. Se presentaron numerosos desafíos al reunir estos artículos. Algunos de los artículos más completos de las teologías sistemáticas son altamente técnicos y, lamentablemente, ¡a menudo, secos como el polvo! Un tema tan glorioso, debería llenar nuestros corazones de asombro, alabanza y adoración, en lugar de ser un somnífero para una noche de insomnio. Por otra parte, los artículos más amenos, no siempre trataban a fondo, las profundas cuestiones que han surgido a lo largo de los siglos en relación con este controversial y profundo tema. La resolución fue encontrar artículos legibles y trasladar la información técnica a las notas a pie de página; por ello, nuestros lectores encontrarán más notas de pie de página de lo habitual. El tema era y es, demasiado vasto y profundo para abarcarlo bien en cuarenta y ocho páginas, por lo que este Portavoz es, simplemente, un abrebocas. No obstante, rogamos de todo corazón que el lector vea algo de la gloria y la belleza del Verbo hecho carne, a medida que se desarrollan estas páginas.El puritano Isaac Ambrose, introduce este Portavoz declarando que no se puede encontrar un tema más excelente para hablar o escribir que la persona de Jesucristo. A continuación, Charles Hodge nos ofrece un breve repaso de la enseñanza del A.T. sobre la deidad de Cristo. Otro puritano, Thomas Brooks, demuestra la deidad de Cristo, examinando los honores debidos a Dios que los escritores bíblicos otorgan a Jesús. Octavius Winslow examina los atributos y los nombres de Dios que los escritores bíblicos aplican a Cristo. A continuación, W.G.T. Shedd inspecciona las obras de Dios que también se atribuyen al Señor Jesucristo. Juan 1:1 es el campo de batalla, en donde la exposición de A. W. Pink nos ayuda a ver la gloriosa deidad de nuestro Señor en él. David Martyn Lloyd-Jones ofrece un estudio muy útil de los argumentos más importantes para entender correctamente la deidad de Cristo, tal como se presenta en Romanos 9:4-5. Finalmente, Charles Spurgeon tiene la última palabra. Atrapado por la asombrosa verdad de que Dios se hizo hombre para salvar a los pecadores, Spurgeon hace un llamado ferviente y urgente a hombres, mujeres y niños para que crean en el Dios-hombre para el perdón de los pecados y la vida eterna.",1.78,https://www.chapellibrary.org/book/dochfgs/,https://www.chapellibrary.org/api/books/download?code=dochfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=dochfgs&format=epub,SIM
sopis,El secreto del poder de la oración,Carlos Spurgeon,"Les pido su sincera atención a nuestro texto (Juan 15:7), rogándoles que consideren conmigo tres preguntas. Primero, ¿cuál es esta bendición especial? “Pedid todo lo que queréis, y os será hecho.” En segundo lugar, ¿cómo se obtiene esta bendición especial? “Si permanecéis en mí, y mis palabras permanecen en vosotros.” Luego en tercer lugar, ¿por qué se obtiene de esta manera? Debe haber una razón para que estas condiciones se establezcan como necesarias para poder obtener el poder prometido en la oración. ¡Oh, que la unción del Espíritu Santo que habita en nosotros convierta este tema en algo beneficioso para nosotros!",0.69,https://www.chapellibrary.org/book/sopis/,https://www.chapellibrary.org/api/books/download?code=sopis&format=pdf,https://www.chapellibrary.org/api/books/download?code=sopis&format=epub,SIM
prays,Oración,Juan Bunyan,"¿Qué hace que la oración sea oración? Esta ordenanza de Dios lleva al creyente a una gran familiaridad con Dios, nos abre el corazón de Dios y llena nuestras almas vacías. La oración obtiene grandes cosas de Dios y es la amistad del alma con Dios. Pero, ¿cuál es el corazón de la oración? ¿Existe una esencia en la oración sin la cual “todo el alzar de vuestras manos, ojos y voces no tendrá ningún propósito”? Sí. Y el Dios que escucha la oración nos ha dejado claras instrucciones acerca de la esencia viva, el corazón palpitante, de la oración. John Bunyan encuentra la clave en las palabras del apóstol Pablo: “Oraré con el espíritu, pero oraré también con el entendimiento”. Comienza con una definición memorable de la oración. Luego explora los dos grandes aspectos del corazón de la oración: la oración con el Espíritu y la oración con el entendimiento. Que este sermón en forma de folleto produzca el fruto de la oración habilitada por el Espíritu para la gloria de Dios y el gozo del pueblo de Dios en todas partes.",1.78,https://www.chapellibrary.org/book/prays/,https://www.chapellibrary.org/api/books/download?code=prays&format=pdf,https://www.chapellibrary.org/api/books/download?code=prays&format=epub,SIM
hgros,Escuchar la vara de Dios,Thomas Brooks,"Escuchar la vara de Dios muestra cómo Dios trae aflicción y sufrimiento a Su pueblo en este mundo para Sus propósitos amorosos. Los cristianos deben responder con humildad, autoexamen, arrepentimiento por el pecado, fe en las promesas de Dios y obediencia a Su Palabra.",1.37,https://www.chapellibrary.org/book/hgros/,https://www.chapellibrary.org/api/books/download?code=hgros&format=pdf,https://www.chapellibrary.org/api/books/download?code=hgros&format=epub,SIM
satcs,El Espíritu y el Cristo,Hensworth Jonas,"El Espíritu y el Cristo llaman al cristiano a despedirse de la mediocridad formal y automotivada que se hace pasar por religión. En su lugar, acepte vivir por el poder del Espíritu Santo, el legado de nuestro Señor Jesús a sus discípulos en Juan 16. A la luz de su inminente regreso al cielo, Cristo reveló la asociación más asombrosa: el Espíritu y el Cristo. Por Su Espíritu Santo, Él ejerce una asociación de asombroso poder para dar vida, fortaleza y santidad a Su pueblo. Ejerce una asociación de persuasión para instruir y guiar a Su pueblo en la verdad. Y ejerce una asociación de alabanza para dirigir nuestras vidas llenas de ídolos hacia Cristo, el Salvador perfecto, como el verdadero objeto de todo nuestro amor, gozo, esperanza y adoración. ¿Estás disfrutando del poder, la verdad y el cristocentrismo de esta gloriosa asociación: el Espíritu y el Cristo?",0.61,https://www.chapellibrary.org/book/satcs/,https://www.chapellibrary.org/api/books/download?code=satcs&format=pdf,https://www.chapellibrary.org/api/books/download?code=satcs&format=epub,SIM
bldas,El último día del creyente: su mejor día,Thomas Brooks,"El último día del creyente: Su mejor día
 se predicó originalmente como un sermón fúnebre. En su estilo descriptivo único, lleno de ilustraciones de las Escrituras y la antigüedad, Brooks anima a todos a considerar la muerte. Su llamado a los incrédulos es que se arrepientan en este día de gracia y acudan a Cristo para salvación. Su aliento para los creyentes en todas partes es que se den cuenta de que la muerte no es su enemiga, sino una amiga que los escolta hacia las maravillas indecibles de la presencia de Dios. Allí entraremos no solo en un lugar bendito, sino también en santa compañía, servicio de adoración y descanso espiritual. Por lo tanto, podemos esperar el día de nuestra muerte como nuestro mejor día jamás vivido.",1.10,https://www.chapellibrary.org/book/bldas/,https://www.chapellibrary.org/api/books/download?code=bldas&format=pdf,https://www.chapellibrary.org/api/books/download?code=bldas&format=epub,SIM
motls,Las bodas del Cordero,Carlos Spurgeon,"Las bodas del Cordero
 es una mirada hermosa a la ceremonia nupcial por venir, cuando la iglesia de Jesucristo, los santos de todos los tiempos, entre en la más especial de las relaciones por la eternidad con su Redentor, el Cordero de Dios. El autor exalta y explica el llamado soberano de Dios al matrimonio, la respuesta de la iglesia, el matrimonio mismo, el perfeccionamiento de la iglesia y el amor del Cordero de Dios por Su Esposa. La preparación voluntaria de la Novia, su separación para la santidad y sus vestiduras blancas de justicia se despliegan ante nosotros en esplendor. Las bodas del Cordero son tan llenas de gracia, tan hermosas y atractivas que Su pueblo debe amarlo y seguirlo con todo su corazón mientras esperan ese día.",0.82,https://www.chapellibrary.org/book/motls/,https://www.chapellibrary.org/api/books/download?code=motls&format=pdf,https://www.chapellibrary.org/api/books/download?code=motls&format=epub,SIM
ssinfgs,Pecados secretos,Autor Desconhecido,"Para exhortar a los pecadores secretos a salir de sus tinieblas y entrar en la maravillosa luz y libertad de Cristo, ofrecemos este número del Portavoz de la Gracia. El puritano Obadiah Sedgwick introduce nuestro tema. Nos ofrece un examen de los pecados ocultos y las diferentes formas en que los seres humanos los practican. Charles Spurgeon, quien nos ofrece tres artículos en este número, comienza el primero, considerando profundamente la insensatez, la miseria, la culpa y el peligro de los pecados ocultos. Thomas Brooks ofrece una mirada penetrante sobre el modo en que los pecados secretos erosionan y destruyen la oración, nuestra arma espiritual más poderosa. Spurgeon explica luego, dos maneras de cubrir el pecado —las del hombre y la de Dios—. Edward Payson nos lleva en un impresionante viaje al trono del Dios tres veces santo en el cielo y nos da una asombrosa visión de nuestros pecados secretos desde la perspectiva de Dios. Seguidamente, Jonathan Edwards nos ofrece una aleccionadora exposición de los pecados secretos, puestos al descubierto en el Día del Juicio. A continuación, Spurgeon hace una súplica urgente y sincera para que aquellos que están en pecados secretos, huyan a Cristo Jesús, de sus prácticas condenables. Finalmente, Octavius Winslow aclara, abundantemente, que si queremos una visión honesta del horror de nuestros pecados y si deseamos un corazón verdaderamente arrepentido, una sola visión despertará, eficazmente, nuestros corazones —Cristo crucificado—. Una visión del pecado y una visión de Jesucristo muriendo en angustia por los pecados de su pueblo, nos llevarán al arrepentimiento y a la paz.",1.78,https://www.chapellibrary.org/book/ssinfgs/,https://www.chapellibrary.org/api/books/download?code=ssinfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=ssinfgs&format=epub,SIM
buhwars,La guerra santa,Juan Bunyan,La guerra santa emprendida por Shaddai contra Diábolo para la recuperación de la metrópolis del mundo—o la pérdida y reconquista de la ciudad de alma humana.,0.00,https://www.chapellibrary.org/book/buhwars/,https://www.chapellibrary.org/api/books/download?code=buhwars&format=pdf,,NÃO
sftws,Un sermón para el hombre mas malo de la tierra,Carlos Spurgeon,"Un sermón sobre el siguiente versículo: “Mas el publicano, estando lejos, no quería ni aun alzar los ojos al cielo, sino que se golpeaba el pecho, diciendo: Dios, sé propicio a mí, pecador”. (Lucas 18:13)",0.69,https://www.chapellibrary.org/book/sftws/,https://www.chapellibrary.org/api/books/download?code=sftws&format=pdf,https://www.chapellibrary.org/api/books/download?code=sftws&format=epub,SIM
aywks,Una cita que cumplirás,Joel Beeke,"Es muy posible que tú y yo no nos conocemos y que nunca nos conoceremos. No obstante, quiero escribirte una carta personal.Te escribo porque tenemos más en común de lo que piensas. Aunque nunca nos encontremos en este mundo, un día nos veremos porque ambos tenemos un alma que nunca muere. Con esta alma, ambos habremos de comparecer ante Dios, tu Creador y el mío, en aquel gran día del juicio. “Está establecido para los hombres que mueran una sola vez, y después de esto el juicio” (Hebreo 9:27).",0.35,https://www.chapellibrary.org/book/aywks/,https://www.chapellibrary.org/api/books/download?code=aywks&format=pdf,https://www.chapellibrary.org/api/books/download?code=aywks&format=epub,SIM
ldays,"El día del Señor: sus presuposiciones, pruebas, precedentes y práctica",Sam Waldron,"Este libro es una consideración completamente actualizada del cuarto mandamiento y sus implicaciones para el cristianismo en la modernidad. Sus cuatro secciones permitirán al lector introducirse en (1) las presuposiciones que influyen en nuestro pensamiento cuando consideramos este tema, (2) las pruebas de su validez y vigencia en la creación por medio del testimonio de Moisés y del Nuevo Testamento, (3) los precedentes de su observancia en los Padres apostólicos y Juan Calvino, (4) y, finalmente, su práctica, en la que el autor es preciso y cuidadoso, evitando así los extremos y aclarando los matices y complejidades de las cuestiones teológicas que envuelven este importante tema.",6.89,https://www.chapellibrary.org/book/ldays/,https://www.chapellibrary.org/api/books/download?code=ldays&format=pdf,https://www.chapellibrary.org/api/books/download?code=ldays&format=epub,SIM
sctss,Satanás considerando a los santos,Carlos Spurgeon,"""Y Jehová dijo a Satanás: ¿No has considerado a mi siervo Job, que no hay otro como él en la tierra, varón perfecto y recto, temeroso de Dios y apartado del mal?"" (Job 1:8).",0.69,https://www.chapellibrary.org/book/sctss/,https://www.chapellibrary.org/api/books/download?code=sctss&format=pdf,https://www.chapellibrary.org/api/books/download?code=sctss&format=epub,SIM
citofgs,Cristo en el Antiguo Testamento,J. C. Ryle,"Este nuevo número del Portavoz de la Gracia es “Cristo en el Antiguo Testamento”. J. C. Ryle abre este profundo tema explicando que la clave del conocimiento bíblico es Jesucristo. Los artículos que siguen utilizan la triple división de Cristo en el A.T.: Ley, salmos y profetas. Charles Spurgeon predica el “primer evangelio” de la Ley en Génesis 3:15, ¡el evangelio de la perdición de la serpiente! Del mismo modo, George Whitefield nos revela a Cristo en el relato del obediente intento de Abraham de sacrificar a Isaac. Los sufrimientos de Cristo fueron profetizados en todo el A.T. y Jonathan Edwards nos lo muestra en detalle. William Plumer explica que, si interpretamos mal las Escrituras, podemos ver a Cristo donde no está y perdernos donde está en los Salmos. Juan Calvino entonces, interpreta bien Salmos 2 para mostrarnos que Cristo es el Hijo de Dios allí declarado. Matthew Henry nos lleva a Cristo en los Profetas, extrayendo bellamente a Cristo de la mina de oro de Isaías. Charles Simeon también muestra a partir de Isaías que Dios Padre llamó y comisionó a Cristo como su predicador ungido. ¿Está realmente el Evangelio en el Antiguo Testamento? La ley, los salmos y los profetas rebosan de él: James Durham proclama a Cristo y su Evangelio a partir de Isaías; George Whitefield recurre a Jeremías para atraer nuestros corazones hacia Cristo, justicia nuestra; y Richard Sibbes toma el majestuoso texto de Malaquías que brilla con la gloria de Cristo, el Sol de Justicia. Concluimos con Charles Spurgeon, diciéndonos que, en el camino a Emaús, Jesús fue el mejor de los tutores, enseñando del mejor de los libros y explicando el mejor de los temas —Su propia Persona y obra—.",1.78,https://www.chapellibrary.org/book/citofgs/,https://www.chapellibrary.org/api/books/download?code=citofgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=citofgs&format=epub,SIM
jbgrs,La justificación por gracia,Carlos Spurgeon,"Sermón #126 predicado la mañana del domingo, 5 de abril, 1857, por Charles Haddon Spurgeon, en el Music Hall, Surrey Gardens, Londres. “Siendo justificados gratuitamente por su gracia, mediante la redención que es en Cristo Jesús” (Romanos 3:24).",0.61,https://www.chapellibrary.org/book/jbgrs/,https://www.chapellibrary.org/api/books/download?code=jbgrs&format=pdf,https://www.chapellibrary.org/api/books/download?code=jbgrs&format=epub,SIM
